mask_name,target_area_frac,target_perimeter,target_components,target_compactness,target_edge_density,shift_target_printed,iou_target_pixelILT,xor_target_pixelILT,iou_target_printed,xor_target_printed,comp_delta_target_printed,iou_pixelILT_litho_t0.30,xor_pixelILT_litho_t0.30,iou_pixelILT_litho_t0.40,xor_pixelILT_litho_t0.40,iou_pixelILT_litho_t0.50,xor_pixelILT_litho_t0.50,iou_litho_resist_t0.30,xor_litho_resist_t0.30,iou_litho_resist_t0.40,xor_litho_resist_t0.40,iou_litho_resist_t0.50,xor_litho_resist_t0.50,iou_resist_printed_t0.30,xor_resist_printed_t0.30,comp_delta_resist_printed_t0.30,iou_resist_printed_t0.40,xor_resist_printed_t0.40,comp_delta_resist_printed_t0.40,iou_resist_printed_t0.50,xor_resist_printed_t0.50,comp_delta_resist_printed_t0.50,iou_resist_printed_mean,iou_resist_printed_std
AND4_X4__1_0.png,0.023675918579101562,2566.0,2.0,66.30504309930814,0.0006117820739746094,3.022566220341179,0.31132138033093626,0.6886786196690288,0.9094821233824674,0.09051787661743445,0,0.12346685815528174,0.8765331418446821,0.015158970203035586,0.9848410297969282,0.0,0.9999999999999638,0.32537716520764337,0.6746228347922635,0.04158685101187641,0.9584131489880243,0.0,0.9999999999998949,0.8851275842800442,0.11487241571986265,0,0.9433466001011441,0.0566533998987567,0,0.9999999999998949,0.0,0,0.9428247281270278,0.04689791918693602
AOI211_X2__0_0.png,0.027539491653442383,3026.0,2.0,79.27240301552891,0.0007214546203613281,5.473119718361206,0.3487619970408276,0.6512380029591396,0.9174721944777541,0.08252780552216125,0,0.1106725363032039,0.8893274636967624,0.0076721512712161904,0.99232784872875,0.0,0.9999999999999662,0.2624440871682827,0.7375559128316377,0.01930600225731555,0.9806939977425996,0.0,0.99999999999991,0.8836615144616543,0.11633848553826616,0,0.9421753409311907,0.057824659068724464,0,0.99999999999991,0.0,0,0.9419456184642517,0.047495265614182304
AOI211_X2__0_1.png,0.027539491653442383,3026.0,2.0,79.27240301552891,0.0007214546203613281,4.521159242540592,0.3848320242815883,0.6151679757183751,0.9178466425601604,0.08215335743975515,0,0.12697140004386712,0.873028599956095,0.013370087505726555,0.9866299124942355,0.0,0.9999999999999621,0.26914247130315216,0.7308575286967685,0.029882703407184217,0.9701172965927312,0.0,0.9999999999999103,0.8856893196170406,0.11431068038288007,0,0.9435774614511482,0.05642253854876725,0,0.9999999999999103,0.0,0,0.9430889270226998,0.04666841838484554
AOI211_X2__1_0.png,0.024400711059570312,2796.0,2.0,76.38567966782239,0.0006666183471679688,4.7450969751941585,0.28593998742088295,0.7140600125790869,0.9043191018100413,0.09568089818986332,0,0.07903099284780192,0.9209690071521672,0.003544942610086976,0.9964550573898823,0.0,0.9999999999999692,0.23306619925730404,0.7669338007426056,0.011141737995066382,0.988858262004837,0.0,0.9999999999998971,0.8774947823022129,0.12250521769769676,0,0.9393297548236434,0.060670245176259914,0,0.9999999999998971,0.0,0,0.938941512375251,0.050013299164244296
AOI211_X4__0_0.png,0.06614446640014648,7828.0,5.0,220.8758389495697,0.0018663406372070312,3.6348383072667265,0.4756715532581895,0.5243284467417917,0.8749834712468987,0.1250165287530665,0,0.09038710580313583,0.9096128941968444,0.009442572172463061,0.9905574278275172,0.0,0.9999999999999802,0.15353359027416327,0.846466409725804,0.016953601044170978,0.9830463989557935,0.0,0.9999999999999617,0.8545048004785488,0.14549519952141843,0,0.9271243429592572,0.07287565704070734,0,0.9999999999999617,0.0,0,0.9272097144792558,0.05939819715090269
AOI211_X4__0_1.png,0.03829836845397949,4546.0,5.0,128.65263485461665,0.0010838508605957031,12.628946406836276,0.40304816061146953,0.5969518393885033,0.8916382875212301,0.10836171247870904,0,0.124269822511779,0.8757301774881929,0.014816981588465514,0.9851830184115064,0.0,0.9999999999999718,0.259494072514335,0.7405059274856073,0.03271176021310875,0.9672882397868291,0.0,0.9999999999999335,0.8677838991605833,0.13221610083935895,0,0.9340735083175962,0.0659264916823416,0,0.9999999999999335,0.0,0,0.933952469159371,0.0539770649946109
AOI211_X4__1_0.png,0.030807018280029297,3286.0,2.0,83.56521739065764,0.0007834434509277344,2.08111244501427,0.34827549898213644,0.6517245010178343,0.9364541847895996,0.06354581521032392,0,0.11507143954524157,0.8849285604547282,0.013856569285860274,0.9861434307141096,0.0,0.9999999999999698,0.2754114820525495,0.7245885179473787,0.03503196848113249,0.9649680315187912,0.0,0.9999999999999194,0.8900993294365912,0.10990067056333704,0,0.9458021840682695,0.05419781593165419,0,0.9999999999999194,0.0,0,0.9453005045015933,0.044868163244168376
AOI21_X2__0_0.png,0.0679476261138916,8044.0,4.0,227.04394844705993,0.0019178390502929688,3.0514279706280147,0.4818275396432936,0.518172460356688,0.8880179932253301,0.1119820067746358,0,0.09174759152215622,0.9082524084778245,0.009467818677862448,0.9905321813221183,0.0,0.9999999999999807,0.15470913019124094,0.845290869808727,0.01690809603881189,0.9830919039611536,0.0,0.999999999999963,0.8664895574937708,0.1335104425061972,0,0.9327983295200494,0.06720167047991608,0,0.999999999999963,0.0,0,0.9330959623379278,0.05450581622494077
AOI21_X2__0_1.png,0.029280424118041992,3434.0,3.0,96.02035648194364,0.0008187294006347656,7.981582858828944,0.37114618675319627,0.6288538132467709,0.8895034619188218,0.11049653808109908,0,0.11354522501113533,0.8864547749888309,0.01262759591693023,0.9873724040830358,0.0,0.9999999999999661,0.25978945779721085,0.7402105422027135,0.030165339370171795,0.9698346606297473,0.0,0.9999999999999138,0.8751839414405255,0.12481605855939894,0,0.9376642276750667,0.06233577232485246,0,0.9999999999999138,0.0,0,0.9376160563718354,0.05095595391401616
AOI221_X1__0_0.png,0.12983345985412598,12350.0,8.0,280.0834066334532,0.002944469451904297,8.477479646663241,0.667999851102453,0.3320001488975332,0.9042699933440119,0.0957300066559702,0,0.3095847149384332,0.690415285061552,0.13404173926557103,0.8659582607344141,0.024735614354682214,0.9752643856453027,0.38005942690370864,0.6199405730962743,0.16949054342276007,0.8305094565772219,0.031539065041427665,0.9684609349585531,0.8908750892852425,0.10912491071474048,0,0.9461827873274813,0.05381721267250054,0,0.9999999999999808,0.0,0,0.9456859588709016,0.044551443399822276
AOI221_X1__0_1.png,0.11500859260559082,10898.0,8.0,246.20871054157146,0.002598285675048828,7.90234148263274,0.6110029961893038,0.3889970038106817,0.911194719257031,0.08880528074294859,0,0.31498692033293196,0.6850130796670522,0.15741023431867665,0.8425897656813074,0.053273261169966904,0.9467267388300171,0.3980248858149218,0.6019751141850587,0.20465176957339717,0.7953482304265821,0.07290727299788838,0.9270927270020897,0.8906104100915451,0.10938958990843538,0,0.9460668898952618,0.05393311010471754,0,0.9999999999999781,0.0,0,0.9455590999955951,0.04465955652131238
AOI221_X2__0_0.png,0.06777477264404297,7850.0,4.0,216.77607046795003,0.0018715858459472656,1.6976080020210131,0.4967343208284026,0.5032656791715783,0.9031488843424461,0.09685111565751958,0,0.09326456829844158,0.9067354317015385,0.00415874405929401,0.995841255940686,0.0,0.99999999999998,0.15756992738800887,0.8424300726119591,0.007145998240984802,0.9928540017589808,0.0,0.9999999999999631,0.8693335804867793,0.1306664195131887,0,0.9345144843887102,0.06548551561125544,0,0.9999999999999631,0.0,0,0.934616021625151,0.0533443907045319
AOI221_X2__0_1.png,0.048331260681152344,5744.0,3.0,162.75743404485704,0.001369476318359375,3.4937606130962564,0.4097334344516379,0.5902665655483403,0.9082175936988773,0.09178240630107479,0,0.08972325206235074,0.9102767479376268,0.005253068774171733,0.9947469312258058,0.0,0.9999999999999776,0.1821755177636261,0.8178244822363294,0.011160437843553278,0.988839562156399,0.0,0.999999999999949,0.8729608129654821,0.12703918703447342,0,0.9362192647352582,0.06378073526469416,0,0.999999999999949,0.0,0,0.9363933592335631,0.05186367702779614
AOI221_X2__1_0.png,0.008556604385375977,1090.0,2.0,33.10485106765012,0.0002598762512207031,11.187694723320408,0.26025506910901935,0.7397449308909063,0.8441317415027717,0.15586825849695138,0,0.09605380027914522,0.90394619972078,0.008986617105920493,0.9910133828940048,0.0,0.9999999999999253,0.36263983994128485,0.6373601600584334,0.03662023237422087,0.9633797676254751,0.0,0.999999999999674,0.864711020937001,0.13528897906271725,0,0.9333292779363304,0.06667072206336558,0,0.999999999999674,0.0,0,0.9326800996243351,0.05523340196122674
AOI221_X2__1_1.png,0.008556604385375977,1090.0,2.0,33.10485106765012,0.0002598762512207031,7.780473670932926,0.25499576382597683,0.7450042361739501,0.8694276279579336,0.13057237204179126,0,0.10045608356627184,0.8995439164336545,0.009511549212887339,0.9904884507870391,0.0,0.9999999999999264,0.36893151425087967,0.6310684857488502,0.03765946292303907,0.9623405370766698,0.0,0.9999999999996879,0.8657571254894325,0.1342428745102974,0,0.9333605172712375,0.06663948272847131,0,0.9999999999996879,0.0,0,0.9330392142534526,0.05480489495118706
AOI221_X2__2_0.png,0.023360013961791992,2764.0,2.0,77.97279008687605,0.0006589889526367188,3.626879406451778,0.29347017700430406,0.7065298229956636,0.9064619106157645,0.09353808938413634,0,0.07026441854074633,0.9297355814592205,0.0,0.9999999999999668,0.0,0.9999999999999668,0.19669126156066205,0.8033087384392454,0.0,0.9999999999999007,0.0,0.999999999999894,0.87321440143673,0.1267855985631774,0,0.9364773629864043,0.06352263701349647,0,0.999999999999894,0.0,0,0.9365639214743428,0.0517600400568741
AOI221_X2__2_1.png,0.023360013961791992,2764.0,2.0,77.97279008687605,0.0006589889526367188,4.380559782653763,0.3295679228262549,0.6704320771737082,0.8976589357717292,0.1023410642281718,0,0.07791315308884483,0.9220868469111172,0.0008285035629453367,0.9991714964370166,0.0,0.9999999999999619,0.19312774183952403,0.8068722581603831,0.0021767348976533024,0.9978232651022468,0.0,0.9999999999998932,0.8696278533719172,0.13037214662798996,0,0.9342486270593177,0.06575137294058256,0,0.9999999999998932,0.0,0,0.9346254934770427,0.05322487310346061
AOI221_X4__0_0.png,0.027480125427246094,3050.0,5.0,80.70883220474832,0.0007271766662597656,2.4625119329994023,0.353410454795103,0.646589545204863,0.9145380305763146,0.08546196942359911,0,0.1808639000383376,0.8191360999616272,0.03832729296323164,0.9616727070367331,0.0,0.9999999999999647,0.42730597452341457,0.5726940254765029,0.09610951644953887,0.9038904835503728,0.0,0.9999999999999062,0.8793950351271863,0.12060496487273113,0,0.9407992934421779,0.05920070655773379,0,0.9999999999999062,0.0,0,0.9400647761897568,0.049239510048219595
AOI221_X4__0_1.png,0.058235883712768555,6948.0,7.0,197.63736034210555,0.0016565322875976562,3.527495543912966,0.43901878701244795,0.5609812129875323,0.903905611713595,0.09609438828636495,0,0.12498418050956875,0.8750158194904109,0.02164685560849375,0.9783531443914858,0.0,0.9999999999999795,0.23431520635074438,0.765684793649218,0.042687233381358276,0.9573127666186013,0.0,0.9999999999999567,0.8662983549659911,0.13370164503397136,0,0.932811093756899,0.06718890624306066,0,0.9999999999999567,0.0,0,0.9330364829076156,0.05458370068924167
AOI221_X4__1_0.png,0.014809608459472656,1750.0,3.0,49.30291712200877,0.0004172325134277344,1.0830824047315393,0.3171489758936732,0.6828510241062719,0.893367739453633,0.1066322605462068,0,0.14325970673100455,0.8567402932689392,0.028331926863570837,0.9716680731363728,0.0,0.9999999999999437,0.3981488707486619,0.601851129251182,0.0843325072007361,0.9156674927990965,0.0,0.9999999999998215,0.8742917791754399,0.12570822082440405,0,0.9380233103354314,0.061976689664401174,0,0.9999999999998215,0.0,0,0.937438363170231,0.051321833028432316
AOI221_X4__1_1.png,0.031160831451416016,3816.0,4.0,111.41605839330812,0.0009098052978515625,4.532304431062901,0.3950785107021761,0.6049214892977915,0.9049618377842743,0.09503816221565062,0,0.10251923726959675,0.89748076273037,0.016196468035120013,0.9838035319648467,0.0,0.9999999999999668,0.22027404194288422,0.7797259580570454,0.036931947155760585,0.9630680528441636,0.0,0.999999999999919,0.867415161591885,0.1325848384080446,0,0.9335663806539751,0.06643361934594917,0,0.999999999999919,0.0,0,0.9336605140819264,0.054127574548454876
AOI222_X1__0_0.png,0.04390764236450195,5406.0,6.0,158.69091343404887,0.0012888908386230469,7.583106854245497,0.4168701216356949,0.5831298783642808,0.8987923179327315,0.10120768206721537,0,0.11232031877695094,0.887679681223024,0.004329991455282957,0.995670008544692,0.0,0.9999999999999749,0.2256389577546011,0.7743610422453491,0.009270137603604556,0.9907298623963418,0.0,0.9999999999999424,0.8654280792934443,0.13457192070650584,0,0.9326037391700366,0.06739626082990974,0,0.9999999999999424,0.0,0,0.9326772728211411,0.05493878117843158
AOI222_X1__0_1.png,0.04390764236450195,5406.0,6.0,158.69091343404887,0.0012888908386230469,7.244078484953755,0.41848878029393205,0.5815112197060434,0.894537797296963,0.10546220270298381,0,0.10860809801662868,0.891391901983346,0.006227509655938815,0.9937724903440358,0.0,0.9999999999999746,0.21917924537725045,0.7808207546226995,0.013217353836209667,0.9867826461637365,0.0,0.9999999999999422,0.8642048689849023,0.1357951310150477,0,0.9318880779898778,0.06811192201006823,0,0.9999999999999422,0.0,0,0.9320309823249074,0.05543822218220136
AOI222_X2__0_0.png,0.025632143020629883,2826.0,2.0,74.28472034830308,0.0006737709045410156,2.584480013534366,0.31039376793975704,0.6896062320602111,0.9085270613874947,0.09147293861241451,0,0.10414211284852401,0.8958578871514431,0.006280461553124085,0.993719538446843,0.0,0.9999999999999671,0.27528389080723986,0.7247161091926743,0.017528893780956015,0.9824711062189523,0.0,0.9999999999999026,0.8818052191241147,0.11819478087579943,0,0.9416437350943917,0.05835626490551657,0,0.9999999999999026,0.0,0,0.9411496514061364,0.04825408200755063
AOI222_X2__1_0.png,0.025144577026367188,2636.0,2.0,65.88500341286236,0.0006284713745117188,2.70119121803684,0.3041504186305732,0.6958495813693948,0.8990654550826593,0.10093454491724836,0,0.12888355770564833,0.8711164422943186,0.04475919176778264,0.9552408082321842,0.0,0.9999999999999668,0.35680391720450866,0.6431960827954024,0.1275889776433211,0.8724110223565844,0.0,0.9999999999999002,0.8918940574225781,0.10810594257733291,0,0.9470340785554713,0.05296592144443419,0,0.9999999999999002,0.0,0,0.9463093786593165,0.04413704111505007
AOI222_X2__2_0.png,0.009141921997070312,1100.0,2.0,31.556436469028885,0.00026226043701171875,2.1264215613832067,0.23519213384352916,0.7648078661564088,0.8556671598014858,0.14433284019825474,0,0.1074890469275479,0.8925109530723899,0.012343150761439454,0.9876568492384984,0.0,0.9999999999999378,0.45882228285331284,0.5411777171464224,0.05640632976006568,0.9435936702396508,0.0,0.9999999999996985,0.87820190193614,0.1217980980635952,0,0.9401905734215473,0.05980942657816919,0,0.9999999999996985,0.0,0,0.9394641584524619,0.049726518290918204
AOI222_X2__2_1.png,0.009141921997070312,1100.0,2.0,31.556436469028885,0.00026226043701171875,3.087613557799653,0.2410945720518259,0.7589054279481099,0.8643186170485834,0.1356813829511579,0,0.11366728350085989,0.8863327164990755,0.014094768945083653,0.9859052310548518,0.0,0.9999999999999355,0.45916028546115045,0.5408397145385891,0.06100521865317975,0.9389947813465412,0.0,0.9999999999997033,0.8776631765377721,0.12233682346196742,0,0.94039014316386,0.05960985683586091,0,0.9999999999997033,0.0,0,0.9393511065671118,0.049949202806290886
AOI222_X2__3_0.png,0.030571460723876953,3764.0,3.0,110.49004102046005,0.0008974075317382812,4.161638344986889,0.33685591648792607,0.6631440835120466,0.8945867646051741,0.10541323539474982,0,0.0550936013161975,0.9449063986837747,0.0006336431144114724,0.9993663568855607,0.0,0.9999999999999721,0.1417417417417316,0.8582582582581968,0.0017564132193204102,0.9982435867806025,0.0,0.9999999999999173,0.8646718146717528,0.13532818532817564,0,0.9316154379476981,0.06838456205222491,0,0.9999999999999173,0.0,0,0.9320957508731227,0.05524854424286221
AOI222_X2__3_1.png,0.009141921997070312,1100.0,2.0,31.556436469028885,0.00026226043701171875,1.861294993581652,0.26989761683151364,0.7301023831684141,0.8555681759510415,0.1444318240487004,0,0.12317303501379316,0.8768269649861341,0.007307859944790984,0.9926921400551363,0.0,0.9999999999999273,0.44144753970308737,0.5585524602966523,0.028151672030214594,0.9718483279695056,0.0,0.9999999999997019,0.8731319968755863,0.1268680031241534,0,0.9384916748283368,0.06150832517138338,0,0.9999999999997019,0.0,0,0.937207890567875,0.051801599915419015
AOI222_X4__0_0.png,0.02852916717529297,3100.0,5.0,80.3108808283444,0.0007390975952148438,4.7262238939421986,0.35559407108407304,0.6444059289158941,0.9004008198965254,0.09959918010339165,0,0.19847898671575262,0.8015210132842133,0.029803902900141458,0.9701960970998245,0.0,0.9999999999999659,0.47394871215722945,0.52605128784269,0.07558771279255631,0.9244122872073575,0.0,0.9999999999999085,0.8820411883807077,0.11795881161921173,0,0.9429621069696836,0.057037893030230165,0,0.9999999999999085,0.0,0,0.9416677651167666,0.048165179679084125
AOI222_X4__0_1.png,0.06504034996032715,7678.0,7.0,216.09934053931246,0.0018305778503417969,6.852289602232935,0.44953181991886104,0.550468180081121,0.8891948601576405,0.11080513984232387,0,0.13061984719161213,0.8693801528083692,0.01714169320237369,0.9828583067976076,0.0,0.9999999999999812,0.23943373413044133,0.760566265869525,0.033208916049104406,0.9667910839508593,0.0,0.9999999999999611,0.8648989050849444,0.13510109491502198,0,0.932278863663482,0.06772113633648173,0,0.9999961167310253,3.883268935789997e-06,0,0.9323912951598171,0.05515326299967827
AOI222_X4__1_0.png,0.021564483642578125,2420.0,4.0,64.74880594303082,0.0005769729614257812,1.4030684835558898,0.3176087162482115,0.6823912837517505,0.8902394953841136,0.10976050461577694,0,0.1708836923984761,0.829116307601485,0.025470773919668108,0.974529226080293,0.0,0.999999999999961,0.4754833106376081,0.5245166893622847,0.07517640984452124,0.9248235901553641,0.0,0.9999999999998783,0.8809817398109775,0.11901826018891533,0,0.9427227353564406,0.05727726464344475,0,0.9999999999998783,0.0,0,0.9412348250557655,0.04860039075559897
AOI222_X4__1_1.png,0.036138296127319336,4276.0,5.0,120.62791357334238,0.0010194778442382812,6.3159545076324894,0.36550093062229355,0.6344990693776803,0.8940021049776333,0.10599789502230204,0,0.12855928088778146,0.8714407191121917,0.01426583440327053,0.9857341655967026,0.0,0.999999999999973,0.3024409434298419,0.6975590565700965,0.03502603822464015,0.9649739617752937,0.0,0.9999999999999294,0.8713325916044778,0.12866740839546056,0,0.9367879140341446,0.06321208596578926,0,0.9999999999999294,0.0,0,0.936040168546184,0.052530910508553935
AOI22_X2__0_0.png,0.028196334838867188,3036.0,2.0,77.93830751473028,0.0007238388061523438,5.12142660013447,0.34943856915152166,0.650561430848446,0.9202469217528697,0.07975307824704755,0,0.11781623593309624,0.8821837640668703,0.014837053183379864,0.9851629468165867,0.0,0.9999999999999666,0.2763835514134803,0.7236164485864419,0.036781952145334564,0.9632180478545825,0.0,0.9999999999999122,0.8852395251504609,0.11476047484946131,0,0.9431197526872919,0.0568802473126253,0,0.9999999999999122,0.0,0,0.9427864259458882,0.04685136054200409
AOI22_X2__0_1.png,0.028196334838867188,3036.0,2.0,77.93830751473028,0.0007238388061523438,4.284142769766971,0.3871465704545232,0.6128534295454405,0.919036873558582,0.08096312644133534,0,0.13350432879267177,0.8664956712072905,0.0226269232508016,0.9773730767491606,0.0,0.9999999999999623,0.2798110520540478,0.7201889479458744,0.04973459974660282,0.9502654002533144,0.0,0.9999999999999122,0.8863977712235013,0.11360222877642091,0,0.9432101423472029,0.056789857652714305,0,0.9999999999999122,0.0,0,0.9432026378568721,0.04637791599443304
AOI22_X2__1_0.png,0.023610353469848633,2616.0,2.0,69.10557513385872,0.0006237030029296875,3.2968343939735316,0.27276971666589545,0.727230283334074,0.8929330708660539,0.10706692913384773,0,0.09768443794079842,0.9023155620591702,0.012230242969967922,0.9877697570300006,0.0,0.9999999999999685,0.2978590611642492,0.7021409388356563,0.03926318445621607,0.9607368155436831,0.0,0.9999999999998929,0.8822199947043081,0.11778000529559729,0,0.9416401715870865,0.05835982841281268,0,0.9999999999998929,0.0,0,0.9412867220970959,0.04808413533771455
CLKGATETST_X1__0_0.png,0.008637666702270508,1070.0,2.0,31.6017554988655,0.0002551078796386719,2.8223409981937384,0.24769708917682792,0.7523029108231019,0.8585831283615271,0.1414168716382027,0,0.1161749544536475,0.8838250455462818,0.009412911152851453,0.9905870888470778,0.0,0.9999999999999293,0.43985776541976856,0.5601422345799641,0.0383685452765994,0.9616314547231128,0.0,0.9999999999996926,0.8697965403842287,0.13020345961550406,0,0.936417016866923,0.06358298313278926,0,0.9999999999996926,0.0,0,0.9354045190836148,0.053160161071864304
CLKGATETST_X1__0_1.png,0.008637666702270508,1070.0,2.0,31.6017554988655,0.0002551078796386719,2.304084249173229,0.24975770566719369,0.7502422943327355,0.8621506012749558,0.13784939872477528,0,0.119038972321312,0.8809610276786167,0.01135060847521513,0.9886493915247135,0.0,0.9999999999999287,0.4413962453461724,0.5586037546535636,0.04530082132604505,0.9546991786736708,0.0,0.9999999999996969,0.8710426953236156,0.1289573046761205,0,0.9375337482590339,0.06246625174068194,0,0.9999999999996969,0.0,0,0.9361921478607821,0.05265514552919693
CLKGATETST_X1__3_0.png,0.028109312057495117,3004.0,2.0,76.54022510728217,0.0007162094116210938,2.4224109196558636,0.3329629102255247,0.6670370897744443,0.9112938014334259,0.08870619856649119,0,0.1213467794196947,0.8786532205802733,0.019704528012278726,0.9802954719876893,0.0,0.999999999999968,0.30412757529607093,0.6958724247038501,0.05170677675963719,0.9482932232402789,0.0,0.9999999999999112,0.8876614614977245,0.11233853850219656,0,0.9439801295605559,0.05601987043936025,0,0.9999999999999112,0.0,0,0.9438805303527306,0.04586207037195674
