year,grandprix,driver,position
2021,Dutch Grand Prix,Mick Schumacher,19
2021,Dutch Grand Prix,Mick Schumacher,18
2021,Dutch Grand Prix,Yuki Tsunoda,12
2021,Dutch Grand Prix,Yuki Tsunoda,16
2021,Dutch Grand Prix,Yuki Tsunoda,15
2021,Dutch Grand Prix,Yuki Tsunoda,14
2021,Dutch Grand Prix,Nikita Mazepin,16
2021,Italian Grand Prix,Daniel Ricciardo,6
2021,Italian Grand Prix,Daniel Ricciardo,4
2021,Italian Grand Prix,Daniel Ricciardo,3
2021,Italian Grand Prix,Daniel Ricciardo,1
2021,Italian Grand Prix,Lando Norris,1
2021,Italian Grand Prix,Lando Norris,6
2021,Italian Grand Prix,Lando Norris,3
2021,Italian Grand Prix,Lando Norris,2
2021,Italian Grand Prix,Valtteri Bottas,14
2021,Italian Grand Prix,Valtteri Bottas,13
2021,Italian Grand Prix,Valtteri Bottas,12
2021,Italian Grand Prix,Valtteri Bottas,11
2021,Italian Grand Prix,Valtteri Bottas,10
2021,Italian Grand Prix,Valtteri Bottas,9
2021,Italian Grand Prix,Valtteri Bottas,8
2021,Italian Grand Prix,Valtteri Bottas,7
2021,Italian Grand Prix,Valtteri Bottas,6
2021,Italian Grand Prix,Valtteri Bottas,5
2021,Italian Grand Prix,Valtteri Bottas,4
2021,Italian Grand Prix,Charles Leclerc,4
2021,Italian Grand Prix,Charles Leclerc,2
2021,Italian Grand Prix,Sergio Perez,6
2021,Italian Grand Prix,Sergio Perez,5
2021,Italian Grand Prix,Sergio Perez,4
2021,Italian Grand Prix,Sergio Perez,3
2021,Italian Grand Prix,Sergio Perez,3
2021,Italian Grand Prix,Carlos Sainz,6
2021,Italian Grand Prix,Carlos Sainz,5
2021,Italian Grand Prix,Lance Stroll,8
2021,Italian Grand Prix,Lance Stroll,7
2021,Italian Grand Prix,Fernando Alonso,8
2021,Italian Grand Prix,George Russell,13
2021,Italian Grand Prix,George Russell,12
2021,Italian Grand Prix,Esteban Ocon,11
2021,Italian Grand Prix,Esteban Ocon,10
2021,Italian Grand Prix,Nicholas Latifi,10
2021,Italian Grand Prix,Nicholas Latifi,12
2021,Italian Grand Prix,Nicholas Latifi,10
2021,Italian Grand Prix,Sebastian Vettel,12
2021,Italian Grand Prix,Antonio Giovinazzi,18
2021,Italian Grand Prix,Antonio Giovinazzi,16
2021,Italian Grand Prix,Antonio Giovinazzi,14
2021,Italian Grand Prix,Antonio Giovinazzi,13
2021,Italian Grand Prix,Robert Kubica,14
2021,Italian Grand Prix,Robert Kubica,13
2021,Italian Grand Prix,Mick Schumacher,17
2021,Italian Grand Prix,Mick Schumacher,14
2021,Italian Grand Prix,Mick Schumacher,15
2021,Italian Grand Prix,Nikita Mazepin,16
2021,Italian Grand Prix,Nikita Mazepin,16
2021,Italian Grand Prix,Nikita Mazepin,15
2021,Italian Grand Prix,Lewis Hamilton,3
2021,Italian Grand Prix,Lewis Hamilton,1
2021,Italian Grand Prix,Max Verstappen,1
2021,Italian Grand Prix,Max Verstappen,8
2021,Russian Grand Prix,Lewis Hamilton,5
2021,Russian Grand Prix,Lewis Hamilton,4
2021,Russian Grand Prix,Lewis Hamilton,3
2021,Russian Grand Prix,Lewis Hamilton,2
2021,Russian Grand Prix,Lewis Hamilton,8
2021,Russian Grand Prix,Lewis Hamilton,7
2021,Russian Grand Prix,Lewis Hamilton,5
2021,Russian Grand Prix,Lewis Hamilton,4
2021,Russian Grand Prix,Lewis Hamilton,3
2021,Russian Grand Prix,Lewis Hamilton,2
2021,Russian Grand Prix,Lewis Hamilton,1
2021,Russian Grand Prix,Max Verstappen,15
2021,Russian Grand Prix,Max Verstappen,14
2021,Russian Grand Prix,Max Verstappen,13
2021,Russian Grand Prix,Max Verstappen,12
2021,Russian Grand Prix,Max Verstappen,10
2021,Russian Grand Prix,Max Verstappen,9
2021,Russian Grand Prix,Max Verstappen,6
2021,Russian Grand Prix,Max Verstappen,5
2021,Russian Grand Prix,Max Verstappen,11
2021,Russian Grand Prix,Max Verstappen,10
2021,Russian Grand Prix,Max Verstappen,9
2021,Russian Grand Prix,Max Verstappen,8
2021,Russian Grand Prix,Max Verstappen,7
2021,Russian Grand Prix,Max Verstappen,6
2021,Russian Grand Prix,Max Verstappen,3
2021,Russian Grand Prix,Max Verstappen,2
2021,Russian Grand Prix,Carlos Sainz,11
2021,Russian Grand Prix,Carlos Sainz,10
2021,Russian Grand Prix,Carlos Sainz,9
2021,Russian Grand Prix,Carlos Sainz,6
2021,Russian Grand Prix,Carlos Sainz,6
2021,Russian Grand Prix,Carlos Sainz,5
2021,Russian Grand Prix,Carlos Sainz,3
2021,Russian Grand Prix,Carlos Sainz,6
2021,Russian Grand Prix,Carlos Sainz,3
2021,Russian Grand Prix,Daniel Ricciardo,4
2021,Russian Grand Prix,Daniel Ricciardo,3
2021,Russian Grand Prix,Daniel Ricciardo,2
2021,Russian Grand Prix,Daniel Ricciardo,13
2021,Russian Grand Prix,Daniel Ricciardo,12
2021,Russian Grand Prix,Daniel Ricciardo,10
2021,Russian Grand Prix,Daniel Ricciardo,9
2021,Russian Grand Prix,Daniel Ricciardo,8
2021,Russian Grand Prix,Daniel Ricciardo,7
2021,Russian Grand Prix,Daniel Ricciardo,6
2021,Russian Grand Prix,Daniel Ricciardo,4
2021,Russian Grand Prix,Daniel Ricciardo,8
2021,Russian Grand Prix,Daniel Ricciardo,5
2021,Russian Grand Prix,Daniel Ricciardo,4
2021,Russian Grand Prix,Valtteri Bottas,14
2021,Russian Grand Prix,Valtteri Bottas,14
2021,Russian Grand Prix,Valtteri Bottas,13
2021,Russian Grand Prix,Valtteri Bottas,12
2021,Russian Grand Prix,Valtteri Bottas,10
2021,Russian Grand Prix,Valtteri Bottas,9
2021,Russian Grand Prix,Valtteri Bottas,8
2021,Russian Grand Prix,Valtteri Bottas,7
2021,Russian Grand Prix,Valtteri Bottas,15
2021,Russian Grand Prix,Valtteri Bottas,14
2021,Russian Grand Prix,Valtteri Bottas,12
2021,Russian Grand Prix,Valtteri Bottas,9
2021,Russian Grand Prix,Valtteri Bottas,6
2021,Russian Grand Prix,Valtteri Bottas,5
2021,Russian Grand Prix,Fernando Alonso,7
2021,Russian Grand Prix,Fernando Alonso,6
2021,Russian Grand Prix,Fernando Alonso,5
2021,Russian Grand Prix,Fernando Alonso,4
2021,Russian Grand Prix,Fernando Alonso,3
2021,Russian Grand Prix,Fernando Alonso,2
2021,Russian Grand Prix,Fernando Alonso,6
2021,Russian Grand Prix,Fernando Alonso,5
2021,Russian Grand Prix,Fernando Alonso,4
2021,Russian Grand Prix,Fernando Alonso,3
2021,Russian Grand Prix,Fernando Alonso,6
2021,Russian Grand Prix,Lando Norris,1
2021,Russian Grand Prix,Lando Norris,3
2021,Russian Grand Prix,Lando Norris,2
2021,Russian Grand Prix,Lando Norris,1
2021,Russian Grand Prix,Lando Norris,7
2021,Russian Grand Prix,Kimi Raikkonen,9
2021,Russian Grand Prix,Kimi Raikkonen,8
2021,Russian Grand Prix,Kimi Raikkonen,15
2021,Russian Grand Prix,Kimi Raikkonen,14
2021,Russian Grand Prix,Kimi Raikkonen,13
2021,Russian Grand Prix,Kimi Raikkonen,12
2021,Russian Grand Prix,Kimi Raikkonen,11
2021,Russian Grand Prix,Kimi Raikkonen,14
2021,Russian Grand Prix,Kimi Raikkonen,10
2021,Russian Grand Prix,Kimi Raikkonen,8
2021,Russian Grand Prix,Kimi Raikkonen,7
2021,Russian Grand Prix,Sergio Perez,7
2021,Russian Grand Prix,Sergio Perez,6
2021,Russian Grand Prix,Sergio Perez,5
2021,Russian Grand Prix,Sergio Perez,4
2021,Russian Grand Prix,Sergio Perez,3
2021,Russian Grand Prix,Sergio Perez,2
2021,Russian Grand Prix,Sergio Perez,1
2021,Russian Grand Prix,Sergio Perez,4
2021,Russian Grand Prix,Sergio Perez,3
2021,Russian Grand Prix,George Russell,13
2021,Russian Grand Prix,George Russell,12
2021,Russian Grand Prix,George Russell,11
2021,Russian Grand Prix,George Russell,11
2021,Russian Grand Prix,George Russell,10
2021,Russian Grand Prix,George Russell,9
2021,Russian Grand Prix,George Russell,13
2021,Russian Grand Prix,George Russell,11
2021,Russian Grand Prix,George Russell,10
2021,Russian Grand Prix,Lance Stroll,14
2021,Russian Grand Prix,Lance Stroll,12
2021,Russian Grand Prix,Lance Stroll,11
2021,Russian Grand Prix,Lance Stroll,8
2021,Russian Grand Prix,Lance Stroll,7
2021,Russian Grand Prix,Lance Stroll,9
2021,Russian Grand Prix,Lance Stroll,8
2021,Russian Grand Prix,Lance Stroll,13
2021,Russian Grand Prix,Lance Stroll,11
2021,Russian Grand Prix,Sebastian Vettel,9
2021,Russian Grand Prix,Sebastian Vettel,8
2021,Russian Grand Prix,Sebastian Vettel,7
2021,Russian Grand Prix,Sebastian Vettel,14
2021,Russian Grand Prix,Sebastian Vettel,13
2021,Russian Grand Prix,Sebastian Vettel,12
2021,Russian Grand Prix,Sebastian Vettel,12
2021,Russian Grand Prix,Sebastian Vettel,11
2021,Russian Grand Prix,Sebastian Vettel,10
2021,Russian Grand Prix,Sebastian Vettel,9
2021,Russian Grand Prix,Sebastian Vettel,6
2021,Russian Grand Prix,Pierre Gasly,13
2021,Russian Grand Prix,Pierre Gasly,13
2021,Russian Grand Prix,Pierre Gasly,12
2021,Russian Grand Prix,Pierre Gasly,11
2021,Russian Grand Prix,Pierre Gasly,9
2021,Russian Grand Prix,Pierre Gasly,8
2021,Russian Grand Prix,Pierre Gasly,7
2021,Russian Grand Prix,Pierre Gasly,5
2021,Russian Grand Prix,Pierre Gasly,15
2021,Russian Grand Prix,Pierre Gasly,12
2021,Russian Grand Prix,Pierre Gasly,11
2021,Russian Grand Prix,Pierre Gasly,10
2021,Russian Grand Prix,Pierre Gasly,13
2021,Russian Grand Prix,Esteban Ocon,8
2021,Russian Grand Prix,Esteban Ocon,7
2021,Russian Grand Prix,Esteban Ocon,14
2021,Russian Grand Prix,Esteban Ocon,13
2021,Russian Grand Prix,Esteban Ocon,13
2021,Russian Grand Prix,Esteban Ocon,12
2021,Russian Grand Prix,Esteban Ocon,11
2021,Russian Grand Prix,Esteban Ocon,10
2021,Russian Grand Prix,Esteban Ocon,11
2021,Russian Grand Prix,Esteban Ocon,10
2021,Russian Grand Prix,Esteban Ocon,14
2021,Russian Grand Prix,Charles Leclerc,12
2021,Russian Grand Prix,Charles Leclerc,10
2021,Russian Grand Prix,Charles Leclerc,7
2021,Russian Grand Prix,Charles Leclerc,6
2021,Russian Grand Prix,Charles Leclerc,5
2021,Russian Grand Prix,Charles Leclerc,4
2021,Russian Grand Prix,Charles Leclerc,3
2021,Russian Grand Prix,Charles Leclerc,12
2021,Russian Grand Prix,Charles Leclerc,10
2021,Russian Grand Prix,Charles Leclerc,9
2021,Russian Grand Prix,Charles Leclerc,8
2021,Russian Grand Prix,Charles Leclerc,5
2021,Russian Grand Prix,Charles Leclerc,4
2021,Russian Grand Prix,Antonio Giovinazzi,17
2021,Russian Grand Prix,Antonio Giovinazzi,16
2021,Russian Grand Prix,Antonio Giovinazzi,14
2021,Russian Grand Prix,Antonio Giovinazzi,15
2021,Russian Grand Prix,Antonio Giovinazzi,15
2021,Russian Grand Prix,Antonio Giovinazzi,16
2021,Russian Grand Prix,Antonio Giovinazzi,15
2021,Russian Grand Prix,Yuki Tsunoda,19
2021,Russian Grand Prix,Yuki Tsunoda,19
2021,Russian Grand Prix,Yuki Tsunoda,18
2021,Russian Grand Prix,Yuki Tsunoda,17
2021,Russian Grand Prix,Nikita Mazepin,19
2021,Russian Grand Prix,Nikita Mazepin,19
2021,Russian Grand Prix,Nikita Mazepin,18
2021,Russian Grand Prix,Nicholas Latifi,18
2021,Russian Grand Prix,Nicholas Latifi,17
2021,Russian Grand Prix,Nicholas Latifi,16
2021,Russian Grand Prix,Mick Schumacher,18
2021,Russian Grand Prix,Mick Schumacher,17
2021,Russian Grand Prix,Mick Schumacher,19
2021,Turkish Grand Prix,Valtteri Bottas,1
2021,Turkish Grand Prix,Max Verstappen,2
2021,Turkish Grand Prix,Sergio Perez,4
2021,Turkish Grand Prix,Sergio Perez,5
2021,Turkish Grand Prix,Sergio Perez,3
2021,Turkish Grand Prix,Charles Leclerc,2
2021,Turkish Grand Prix,Charles Leclerc,1
2021,Turkish Grand Prix,Lewis Hamilton,8
2021,Turkish Grand Prix,Lewis Hamilton,7
2021,Turkish Grand Prix,Lewis Hamilton,6
2021,Turkish Grand Prix,Lewis Hamilton,5
2021,Turkish Grand Prix,Lewis Hamilton,4
2021,Turkish Grand Prix,Lewis Hamilton,4
2021,Turkish Grand Prix,Lewis Hamilton,3
2021,Turkish Grand Prix,Pierre Gasly,5
2021,Turkish Grand Prix,Lando Norris,8
2021,Turkish Grand Prix,Lando Norris,7
2021,Turkish Grand Prix,Carlos Sainz,15
2021,Turkish Grand Prix,Carlos Sainz,14
2021,Turkish Grand Prix,Carlos Sainz,13
2021,Turkish Grand Prix,Carlos Sainz,12
2021,Turkish Grand Prix,Carlos Sainz,11
2021,Turkish Grand Prix,Carlos Sainz,10
2021,Turkish Grand Prix,Carlos Sainz,9
2021,Turkish Grand Prix,Carlos Sainz,8
2021,Turkish Grand Prix,Carlos Sainz,9
2021,Turkish Grand Prix,Carlos Sainz,8
2021,Turkish Grand Prix,Lance Stroll,7
2021,Turkish Grand Prix,Lance Stroll,10
2021,Turkish Grand Prix,Lance Stroll,9
2021,Turkish Grand Prix,Esteban Ocon,11
2021,Turkish Grand Prix,Esteban Ocon,10
2021,Turkish Grand Prix,Esteban Ocon,9
2021,Turkish Grand Prix,Esteban Ocon,8
2021,Turkish Grand Prix,Antonio Giovinazzi,12
2021,Turkish Grand Prix,Antonio Giovinazzi,11
2021,Turkish Grand Prix,Antonio Giovinazzi,11
2021,Turkish Grand Prix,Kimi Raikkonen,13
2021,Turkish Grand Prix,Kimi Raikkonen,12
2021,Turkish Grand Prix,Daniel Ricciardo,16
2021,Turkish Grand Prix,Daniel Ricciardo,17
2021,Turkish Grand Prix,Daniel Ricciardo,16
2021,Turkish Grand Prix,Daniel Ricciardo,15
2021,Turkish Grand Prix,Daniel Ricciardo,14
2021,Turkish Grand Prix,Daniel Ricciardo,12
2021,Turkish Grand Prix,Daniel Ricciardo,11
2021,Turkish Grand Prix,Yuki Tsunoda,14
2021,Turkish Grand Prix,George Russell,15
2021,Turkish Grand Prix,Fernando Alonso,16
2021,Turkish Grand Prix,Fernando Alonso,17
2021,Turkish Grand Prix,Fernando Alonso,16
2021,Turkish Grand Prix,Nicholas Latifi,19
2021,Turkish Grand Prix,Nicholas Latifi,18
2021,Turkish Grand Prix,Nicholas Latifi,17
2021,Turkish Grand Prix,Nicholas Latifi,16
2021,Turkish Grand Prix,Nicholas Latifi,17
2021,Turkish Grand Prix,Sebastian Vettel,10
2021,Turkish Grand Prix,Sebastian Vettel,18
2021,Turkish Grand Prix,Mick Schumacher,19
2021,Turkish Grand Prix,Mick Schumacher,18
2021,United States Grand Prix,Max Verstappen,2
2021,United States Grand Prix,Max Verstappen,1
2021,United States Grand Prix,Max Verstappen,1
2021,United States Grand Prix,Lewis Hamilton,1
2021,United States Grand Prix,Sergio Perez,2
2021,United States Grand Prix,Sergio Perez,3
2021,United States Grand Prix,Charles Leclerc,3
2021,United States Grand Prix,Charles Leclerc,3
2021,United States Grand Prix,Daniel Ricciardo,6
2021,United States Grand Prix,Daniel Ricciardo,5
2021,United States Grand Prix,Daniel Ricciardo,5
2021,United States Grand Prix,Valtteri Bottas,9
2021,United States Grand Prix,Valtteri Bottas,7
2021,United States Grand Prix,Valtteri Bottas,5
2021,United States Grand Prix,Valtteri Bottas,9
2021,United States Grand Prix,Valtteri Bottas,8
2021,United States Grand Prix,Valtteri Bottas,7
2021,United States Grand Prix,Valtteri Bottas,5
2021,United States Grand Prix,Valtteri Bottas,6
2021,United States Grand Prix,Carlos Sainz,7
2021,United States Grand Prix,Carlos Sainz,6
2021,United States Grand Prix,Carlos Sainz,7
2021,United States Grand Prix,Carlos Sainz,6
2021,United States Grand Prix,Lando Norris,10
2021,United States Grand Prix,Lando Norris,8
2021,United States Grand Prix,Lando Norris,7
2021,United States Grand Prix,Yuki Tsunoda,12
2021,United States Grand Prix,Yuki Tsunoda,11
2021,United States Grand Prix,Yuki Tsunoda,10
2021,United States Grand Prix,Yuki Tsunoda,8
2021,United States Grand Prix,Yuki Tsunoda,10
2021,United States Grand Prix,Yuki Tsunoda,9
2021,United States Grand Prix,Sebastian Vettel,14
2021,United States Grand Prix,Sebastian Vettel,12
2021,United States Grand Prix,Sebastian Vettel,11
2021,United States Grand Prix,Sebastian Vettel,9
2021,United States Grand Prix,Sebastian Vettel,8
2021,United States Grand Prix,Sebastian Vettel,14
2021,United States Grand Prix,Sebastian Vettel,13
2021,United States Grand Prix,Sebastian Vettel,12
2021,United States Grand Prix,Sebastian Vettel,11
2021,United States Grand Prix,Sebastian Vettel,10
2021,United States Grand Prix,Sebastian Vettel,9
2021,United States Grand Prix,Sebastian Vettel,12
2021,United States Grand Prix,Sebastian Vettel,11
2021,United States Grand Prix,Sebastian Vettel,10
2021,United States Grand Prix,Antonio Giovinazzi,15
2021,United States Grand Prix,Antonio Giovinazzi,14
2021,United States Grand Prix,Antonio Giovinazzi,13
2021,United States Grand Prix,Antonio Giovinazzi,12
2021,United States Grand Prix,Antonio Giovinazzi,11
2021,United States Grand Prix,Antonio Giovinazzi,11
2021,United States Grand Prix,Antonio Giovinazzi,14
2021,United States Grand Prix,Antonio Giovinazzi,13
2021,United States Grand Prix,Antonio Giovinazzi,12
2021,United States Grand Prix,Antonio Giovinazzi,11
2021,United States Grand Prix,Antonio Giovinazzi,11
2021,United States Grand Prix,Lance Stroll,16
2021,United States Grand Prix,Lance Stroll,15
2021,United States Grand Prix,Lance Stroll,14
2021,United States Grand Prix,Lance Stroll,12
2021,United States Grand Prix,Lance Stroll,10
2021,United States Grand Prix,Lance Stroll,10
2021,United States Grand Prix,Lance Stroll,9
2021,United States Grand Prix,Lance Stroll,14
2021,United States Grand Prix,Lance Stroll,12
2021,United States Grand Prix,Lance Stroll,11
2021,United States Grand Prix,Lance Stroll,10
2021,United States Grand Prix,Lance Stroll,13
2021,United States Grand Prix,Lance Stroll,13
2021,United States Grand Prix,Lance Stroll,12
2021,United States Grand Prix,Kimi Raikkonen,11
2021,United States Grand Prix,Kimi Raikkonen,10
2021,United States Grand Prix,Kimi Raikkonen,8
2021,United States Grand Prix,Kimi Raikkonen,14
2021,United States Grand Prix,Kimi Raikkonen,13
2021,United States Grand Prix,Kimi Raikkonen,12
2021,United States Grand Prix,Kimi Raikkonen,10
2021,United States Grand Prix,Kimi Raikkonen,11
2021,United States Grand Prix,Kimi Raikkonen,10
2021,United States Grand Prix,George Russell,13
2021,United States Grand Prix,George Russell,16
2021,United States Grand Prix,George Russell,15
2021,United States Grand Prix,George Russell,14
2021,United States Grand Prix,George Russell,13
2021,United States Grand Prix,George Russell,13
2021,United States Grand Prix,George Russell,14
2021,United States Grand Prix,Nicholas Latifi,18
2021,United States Grand Prix,Nicholas Latifi,18
2021,United States Grand Prix,Nicholas Latifi,17
2021,United States Grand Prix,Nicholas Latifi,16
2021,United States Grand Prix,Nicholas Latifi,16
2021,United States Grand Prix,Nicholas Latifi,15
2021,United States Grand Prix,Mick Schumacher,17
2021,United States Grand Prix,Mick Schumacher,16
2021,United States Grand Prix,Mick Schumacher,15
2021,United States Grand Prix,Mick Schumacher,13
2021,United States Grand Prix,Mick Schumacher,18
2021,United States Grand Prix,Mick Schumacher,16
2021,United States Grand Prix,Mick Schumacher,17
2021,United States Grand Prix,Mick Schumacher,16
2021,United States Grand Prix,Nikita Mazepin,19
2021,United States Grand Prix,Nikita Mazepin,18
2021,United States Grand Prix,Nikita Mazepin,19
2021,United States Grand Prix,Nikita Mazepin,18
2021,United States Grand Prix,Nikita Mazepin,17
2021,United States Grand Prix,Fernando Alonso,15
2021,United States Grand Prix,Fernando Alonso,16
2021,United States Grand Prix,Fernando Alonso,15
2021,United States Grand Prix,Fernando Alonso,14
2021,United States Grand Prix,Fernando Alonso,13
2021,United States Grand Prix,Fernando Alonso,13
2021,United States Grand Prix,Fernando Alonso,12
2021,United States Grand Prix,Fernando Alonso,11
2021,United States Grand Prix,Fernando Alonso,11
2021,United States Grand Prix,Fernando Alonso,13
2021,United States Grand Prix,Fernando Alonso,12
2021,United States Grand Prix,Fernando Alonso,13
2021,United States Grand Prix,Esteban Ocon,19
2021,United States Grand Prix,Esteban Ocon,18
2021,United States Grand Prix,Esteban Ocon,17
2021,United States Grand Prix,Esteban Ocon,17
2021,United States Grand Prix,Pierre Gasly,9
2021,United States Grand Prix,Pierre Gasly,12
2021,Mexico City Grand Prix,Max Verstappen,1
2021,Mexico City Grand Prix,Lewis Hamilton,3
2021,Mexico City Grand Prix,Lewis Hamilton,2
2021,Mexico City Grand Prix,Sergio Perez,2
2021,Mexico City Grand Prix,Sergio Perez,1
2021,Mexico City Grand Prix,Pierre Gasly,3
2021,Mexico City Grand Prix,Pierre Gasly,5
2021,Mexico City Grand Prix,Pierre Gasly,4
2021,Mexico City Grand Prix,Charles Leclerc,8
2021,Mexico City Grand Prix,Charles Leclerc,7
2021,Mexico City Grand Prix,Charles Leclerc,6
2021,Mexico City Grand Prix,Charles Leclerc,5
2021,Mexico City Grand Prix,Charles Leclerc,5
2021,Mexico City Grand Prix,Carlos Sainz,6
2021,Mexico City Grand Prix,Carlos Sainz,5
2021,Mexico City Grand Prix,Carlos Sainz,4
2021,Mexico City Grand Prix,Carlos Sainz,5
2021,Mexico City Grand Prix,Sebastian Vettel,7
2021,Mexico City Grand Prix,Sebastian Vettel,6
2021,Mexico City Grand Prix,Sebastian Vettel,5
2021,Mexico City Grand Prix,Sebastian Vettel,8
2021,Mexico City Grand Prix,Sebastian Vettel,7
2021,Mexico City Grand Prix,Kimi Raikkonen,9
2021,Mexico City Grand Prix,Kimi Raikkonen,8
2021,Mexico City Grand Prix,Kimi Raikkonen,7
2021,Mexico City Grand Prix,Kimi Raikkonen,9
2021,Mexico City Grand Prix,Kimi Raikkonen,8
2021,Mexico City Grand Prix,Fernando Alonso,11
2021,Mexico City Grand Prix,Fernando Alonso,10
2021,Mexico City Grand Prix,Fernando Alonso,9
2021,Mexico City Grand Prix,Fernando Alonso,8
2021,Mexico City Grand Prix,Fernando Alonso,8
2021,Mexico City Grand Prix,Fernando Alonso,7
2021,Mexico City Grand Prix,Fernando Alonso,9
2021,Mexico City Grand Prix,Lando Norris,14
2021,Mexico City Grand Prix,Lando Norris,13
2021,Mexico City Grand Prix,Lando Norris,12
2021,Mexico City Grand Prix,Lando Norris,11
2021,Mexico City Grand Prix,Lando Norris,10
2021,Mexico City Grand Prix,Lando Norris,9
2021,Mexico City Grand Prix,Lando Norris,8
2021,Mexico City Grand Prix,Lando Norris,7
2021,Mexico City Grand Prix,Antonio Giovinazzi,12
2021,Mexico City Grand Prix,Antonio Giovinazzi,11
2021,Mexico City Grand Prix,Daniel Ricciardo,17
2021,Mexico City Grand Prix,Daniel Ricciardo,16
2021,Mexico City Grand Prix,Daniel Ricciardo,15
2021,Mexico City Grand Prix,Daniel Ricciardo,14
2021,Mexico City Grand Prix,Daniel Ricciardo,13
2021,Mexico City Grand Prix,Daniel Ricciardo,12
2021,Mexico City Grand Prix,Daniel Ricciardo,11
2021,Mexico City Grand Prix,Daniel Ricciardo,12
2021,Mexico City Grand Prix,Esteban Ocon,14
2021,Mexico City Grand Prix,Esteban Ocon,13
2021,Mexico City Grand Prix,Esteban Ocon,14
2021,Mexico City Grand Prix,Esteban Ocon,13
2021,Mexico City Grand Prix,Esteban Ocon,13
2021,Mexico City Grand Prix,Lance Stroll,15
2021,Mexico City Grand Prix,Lance Stroll,16
2021,Mexico City Grand Prix,Lance Stroll,16
2021,Mexico City Grand Prix,Lance Stroll,15
2021,Mexico City Grand Prix,Lance Stroll,14
2021,Mexico City Grand Prix,Valtteri Bottas,17
2021,Mexico City Grand Prix,Valtteri Bottas,16
2021,Mexico City Grand Prix,Valtteri Bottas,15
2021,Mexico City Grand Prix,Valtteri Bottas,14
2021,Mexico City Grand Prix,Valtteri Bottas,13
2021,Mexico City Grand Prix,Valtteri Bottas,12
2021,Mexico City Grand Prix,Valtteri Bottas,11
2021,Mexico City Grand Prix,Valtteri Bottas,14
2021,Mexico City Grand Prix,Valtteri Bottas,13
2021,Mexico City Grand Prix,Valtteri Bottas,15
2021,Mexico City Grand Prix,George Russell,14
2021,Mexico City Grand Prix,George Russell,15
2021,Mexico City Grand Prix,Nicholas Latifi,17
2021,Mexico City Grand Prix,Nicholas Latifi,16
2021,São Paulo Grand Prix,Lewis Hamilton,4
2021,São Paulo Grand Prix,Lewis Hamilton,3
2021,São Paulo Grand Prix,Lewis Hamilton,2
2021,São Paulo Grand Prix,Lewis Hamilton,4
2021,São Paulo Grand Prix,Lewis Hamilton,3
2021,São Paulo Grand Prix,Lewis Hamilton,2
2021,São Paulo Grand Prix,Lewis Hamilton,1
2021,São Paulo Grand Prix,Lewis Hamilton,1
2021,São Paulo Grand Prix,Max Verstappen,2
2021,São Paulo Grand Prix,Max Verstappen,1
2021,São Paulo Grand Prix,Max Verstappen,3
2021,São Paulo Grand Prix,Max Verstappen,2
2021,São Paulo Grand Prix,Max Verstappen,1
2021,São Paulo Grand Prix,Valtteri Bottas,3
2021,São Paulo Grand Prix,Valtteri Bottas,1
2021,São Paulo Grand Prix,Valtteri Bottas,3
2021,São Paulo Grand Prix,Sergio Perez,2
2021,São Paulo Grand Prix,Sergio Perez,4
2021,São Paulo Grand Prix,Sergio Perez,3
2021,São Paulo Grand Prix,Sergio Perez,4
2021,São Paulo Grand Prix,Charles Leclerc,8
2021,São Paulo Grand Prix,Charles Leclerc,6
2021,São Paulo Grand Prix,Charles Leclerc,5
2021,São Paulo Grand Prix,Charles Leclerc,4
2021,São Paulo Grand Prix,Charles Leclerc,5
2021,São Paulo Grand Prix,Carlos Sainz,11
2021,São Paulo Grand Prix,Carlos Sainz,9
2021,São Paulo Grand Prix,Carlos Sainz,7
2021,São Paulo Grand Prix,Carlos Sainz,6
2021,São Paulo Grand Prix,Carlos Sainz,5
2021,São Paulo Grand Prix,Pierre Gasly,7
2021,São Paulo Grand Prix,Pierre Gasly,12
2021,São Paulo Grand Prix,Pierre Gasly,11
2021,São Paulo Grand Prix,Pierre Gasly,10
2021,São Paulo Grand Prix,Pierre Gasly,8
2021,São Paulo Grand Prix,Pierre Gasly,7
2021,São Paulo Grand Prix,Pierre Gasly,8
2021,São Paulo Grand Prix,Pierre Gasly,7
2021,São Paulo Grand Prix,Esteban Ocon,9
2021,São Paulo Grand Prix,Esteban Ocon,8
2021,São Paulo Grand Prix,Esteban Ocon,6
2021,São Paulo Grand Prix,Esteban Ocon,12
2021,São Paulo Grand Prix,Esteban Ocon,11
2021,São Paulo Grand Prix,Esteban Ocon,9
2021,São Paulo Grand Prix,Esteban Ocon,8
2021,São Paulo Grand Prix,Esteban Ocon,8
2021,São Paulo Grand Prix,Fernando Alonso,11
2021,São Paulo Grand Prix,Fernando Alonso,10
2021,São Paulo Grand Prix,Fernando Alonso,9
2021,São Paulo Grand Prix,Fernando Alonso,7
2021,São Paulo Grand Prix,Fernando Alonso,5
2021,São Paulo Grand Prix,Fernando Alonso,13
2021,São Paulo Grand Prix,Fernando Alonso,12
2021,São Paulo Grand Prix,Fernando Alonso,11
2021,São Paulo Grand Prix,Fernando Alonso,10
2021,São Paulo Grand Prix,Fernando Alonso,9
2021,São Paulo Grand Prix,Fernando Alonso,7
2021,São Paulo Grand Prix,Lando Norris,17
2021,São Paulo Grand Prix,Lando Norris,15
